scenario,variant,seed,content_snr,rate_per_min,policy,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,spawns,children,children_aborted,join_p99,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
hosted_mixed,gate_fifo300,1,0.0,2.0,reactive_gate,616,492,7,0.014028056112224449,0.050359712230215826,492,177.65406354315678,2112.2835308586964,19.270821895753283,600.0000000000005,0,270,1,0,0,0.002067941954940711,0.35660116807734765,3693639531.6735096,0.0,0,0.0,0.0,0.0,0.0,274,32,0,0,0,nan,0.5169424403679067,0.5288416224671106,0.6012413629524411,0.24266542988411247,268.3636363636364,0.24
hosted_mixed,gate_fifo300,2,0.0,2.0,reactive_gate,686,512,19,0.035781544256120526,0.13380281690140844,512,140.09881831050006,2630.4624959917787,12.2481946426507,600.0000000000005,0,443,3,0,0,0.009741370818828,0.3388566535705316,2996871230.5481787,0.0,0,0.0,0.0,0.0,0.0,247,23,0,0,0,nan,0.4182289692475473,0.4412076848088159,0.5727869068367974,0.27822087316773353,279.2727272727273,0.26
hosted_mixed,gate_fifo300,3,0.0,2.0,reactive_gate,770,554,34,0.05782312925170068,0.19375,554,73.56534600754162,3081.950479156563,8.840636462053062,600.0000000000005,0,615,0,0,0,0.016124060354335907,0.4396904049251733,4587807695.295256,0.0,0,0.0,0.0,0.0,0.0,276,19,0,0,0,nan,0.3947803496134008,0.4223087505545443,0.5561457757502914,0.24797747259072425,302.1818181818182,0.29
hosted_mixed,gate_fifo300,4,0.0,2.0,reactive_gate,695,558,10,0.017605633802816902,0.057692307692307696,558,98.94350870239168,1992.786087356778,2.452603770157498,600.0000000000005,0,238,0,0,0,0.013792805678159568,0.31851156789712776,5088354626.529724,0.0,0,0.0,0.0,0.0,0.0,224,19,0,0,0,nan,0.492599331068832,0.5025339652916216,0.5252149844518907,0.2836978157274059,304.3636363636364,0.23
hosted_mixed,gate_fifo300,5,0.0,2.0,reactive_gate,992,725,51,0.06572164948453608,0.24519230769230768,725,59.5186619658125,4357.139391326038,20.033293791778526,600.0000000000005,0,1209,1,0,0,0.026587762490301564,0.2404824465969168,4067627402.1637144,0.0,0,0.0,0.0,0.0,0.0,313,4,0,0,0,nan,0.34233315360184124,0.3772149102800458,0.7097142291949948,0.2984161451602247,395.4545454545455,0.43
hosted_mixed,gate_fifo300,6,0.0,2.0,reactive_gate,605,445,26,0.055201698513800426,0.1925925925925926,445,133.82581292219857,3198.427637026624,19.285499154294953,600.0000000000005,0,599,0,0,0,0.01542621289949187,0.42370771252119915,3979008426.4927135,0.0,0,0.0,0.0,0.0,0.0,221,21,0,0,0,nan,0.3844952884036298,0.41854580046470385,0.5383991590585341,0.24796657303756767,242.72727272727275,0.23
hosted_mixed,gate_fifo300,7,0.0,2.0,reactive_gate,719,491,20,0.03913894324853229,0.11428571428571428,491,139.07307509827388,2785.935389571613,18.720412001080696,600.0000000000005,0,646,1,0,0,0.009138679123114078,0.3418536929846733,3442886007.413887,0.0,0,0.0,0.0,0.0,0.0,232,15,0,0,0,nan,0.3758776699657566,0.38877417870989545,0.5742510470894846,0.27059790851823856,267.8181818181818,0.31
hosted_mixed,gate_fifo300,8,0.0,2.0,reactive_gate,817,621,32,0.04900459418070444,0.16853932584269662,621,102.95075145866576,3719.124904724394,15.22643054834782,600.0000000000005,0,761,0,0,0,0.013458289841961393,0.42395525883499585,4559172815.5572195,0.0,0,0.0,0.0,0.0,0.0,267,5,0,0,0,nan,0.3830564499082377,0.41228297561829963,0.6109508293471575,0.2534501161225141,338.72727272727275,0.33
hosted_mixed,gate_fifo300,9,0.0,2.0,reactive_gate,806,592,38,0.06031746031746032,0.20218579234972678,592,137.32698656546745,3739.9856392022243,6.218600624669337,600.0000000000005,0,856,0,0,0,0.013116328439465863,0.3075354586532756,4563563754.199722,0.0,0,0.0,0.0,0.0,0.0,259,9,0,0,0,nan,0.36800207165918924,0.4017064512737694,0.6062490548311642,0.2788311377147522,322.90909090909093,0.36
hosted_mixed,gate_fifo300,10,0.0,2.0,reactive_gate,666,539,14,0.02531645569620253,0.11023622047244094,539,129.25148044641446,2402.496625470805,3.5821736886688034,600.0000000000005,0,321,1,0,0,0.011036604437468404,0.28732365035189206,4531423139.6691675,0.0,0,0.0,0.0,0.0,0.0,222,16,0,0,0,nan,0.4399231885699153,0.4613168057824149,0.539261039214258,0.2918974013979209,294.0,0.23
hosted_mixed,gate_vtfq0,1,0.0,2.0,reactive_gate,661,557,2,0.0035778175313059034,0.012658227848101266,557,215.9683944419403,1458.872935786507,58.88035113644147,600.0000000000005,0,75,1,0,0,0.002794498045377918,0.3287190315084075,2366733532.388856,0.0,0,0.0,0.0,0.0,0.0,301,79,0,0,0,nan,0.629291968061622,0.6301003198991135,0.7045701019651645,0.2897946978612845,303.8181818181818,0.32
hosted_mixed,gate_vtfq0,2,0.0,2.0,reactive_gate,739,588,5,0.008431703204047217,0.034482758620689655,588,324.3952279921551,2275.1705456175373,85.0514688150183,600.0000000000005,0,284,3,0,0,0.0034241519216030177,0.3031631485919905,1115304523.2789323,0.0,0,0.0,0.0,0.0,0.0,254,38,0,0,0,nan,0.4790393203866126,0.4840127034074849,0.73243974993525,0.31798757325454013,320.72727272727275,0.35
hosted_mixed,gate_vtfq0,3,0.0,2.0,reactive_gate,818,637,11,0.016975308641975308,0.05847953216374269,637,161.6630318450225,2119.0470253769113,64.52064042942239,600.0000000000005,0,428,0,0,0,0.0019779999243158177,0.40348690682090915,2901314064.097467,0.0,0,0.0,0.0,0.0,0.0,277,28,0,0,0,nan,0.4418374378672915,0.4525304728368482,0.6980701311431624,0.29100755639761794,347.4545454545455,0.35
hosted_mixed,gate_vtfq0,4,0.0,2.0,reactive_gate,759,646,6,0.009202453987730062,0.028735632183908046,646,128.93053057432235,1886.186852571522,21.10643396205012,600.0,0,116,2,0,0,0.014310539908742778,0.3455173654768284,2514848567.9414105,0.0,0,0.0,0.0,0.0,0.0,255,52,0,0,0,nan,0.656042457269936,0.6618444886238541,0.7004571021270396,0.3229143585031018,352.3636363636364,0.29
hosted_mixed,gate_vtfq0,5,0.0,2.0,reactive_gate,1008,785,27,0.0332512315270936,0.11711711711711711,785,216.25624389951827,3439.9526507732116,114.52179958785621,600.0000000000005,0,958,2,0,0,0.01347827641350857,0.27553352265467856,1631677400.8476875,0.0,0,0.0,0.0,0.0,0.0,310,9,0,0,0,nan,0.3830394136804878,0.398303135394736,0.8550529044046232,0.34192376674310687,428.1818181818182,0.48
hosted_mixed,gate_vtfq0,6,0.0,2.0,reactive_gate,644,515,6,0.011516314779270634,0.04054054054054054,515,370.6730594578346,3035.550547718518,46.68420050099942,600.0000000000005,0,349,2,0,0,0.005545024196611526,0.40430398481458835,2732008806.767766,0.0,0,0.0,0.0,0.0,0.0,260,31,0,0,0,nan,0.49576207085368273,0.5037210005480336,0.6543190522573492,0.2989515038419956,280.90909090909093,0.33
hosted_mixed,gate_vtfq0,7,0.0,2.0,reactive_gate,801,632,5,0.007849293563579277,0.02403846153846154,632,212.9795104144705,2068.7898177842985,249.0408737355603,600.0000000000005,0,360,3,0,0,0.002188059549079222,0.3270347209182076,1602321538.7747765,0.0,0,0.0,0.0,0.0,0.0,248,32,0,0,0,nan,0.4321610384759584,0.43556026794902847,0.7201863511476949,0.29918434667954297,344.72727272727275,0.37
hosted_mixed,gate_vtfq0,8,0.0,2.0,reactive_gate,879,707,9,0.012569832402234637,0.05027932960893855,707,230.24746853792726,2758.8065930697117,42.399329578392745,600.0000000000005,0,563,3,0,0,0.010596521843445672,0.46256017477872124,3176228206.572625,0.0,0,0.0,0.0,0.0,0.0,296,19,0,0,0,nan,0.4487073148911707,0.45695837809203615,0.7354007215868623,0.31100011642085573,385.6363636363636,0.4
hosted_mixed,gate_vtfq0,9,0.0,2.0,reactive_gate,851,667,17,0.024853801169590642,0.09340659340659341,667,332.53266397957805,2326.307445783976,73.50831601494512,600.0000000000005,0,568,2,0,0,0.004296694469982358,0.35575651036990213,1657349408.7094824,0.0,0,0.0,0.0,0.0,0.0,298,21,0,0,0,nan,0.4227043849048315,0.43598755878552253,0.7850993391163236,0.31443149658290137,363.8181818181818,0.38
hosted_mixed,gate_vtfq0,10,0.0,2.0,reactive_gate,723,619,4,0.006420545746388443,0.028368794326241134,619,216.7244383018433,2053.8796003354405,56.508492020236766,600.0000000000005,0,107,1,0,0,0.0031172505528275947,0.24331473038250287,1597578632.476148,0.0,0,0.0,0.0,0.0,0.0,250,29,0,0,0,nan,0.5978971568081094,0.6036249625943126,0.7350896111394394,0.34934811829565293,337.6363636363636,0.31
hosted_mixed,gate_srpt0,1,0.0,2.0,reactive_gate,658,556,2,0.0035842293906810036,0.012738853503184714,556,170.08824900992033,1833.4121505019891,37.42205184017923,600.0000000000005,0,98,1,0,0,0.004659285575435305,0.35495491452683947,2461234474.504187,0.0,0,0.0,0.0,0.0,0.0,302,89,0,0,0,nan,0.6746266070971773,0.6758134967344753,0.6990167565559441,0.2954943302370052,303.2727272727273,0.28
hosted_mixed,gate_srpt0,2,0.0,2.0,reactive_gate,736,580,6,0.010238907849829351,0.041666666666666664,580,255.6532205751546,2599.7963586865462,93.70160363155499,600.0000000000005,0,225,3,0,0,0.005195169145196217,0.305255558076958,1214721583.9435282,0.0,0,0.0,0.0,0.0,0.0,246,36,0,0,0,nan,0.5145990249277405,0.5198662780315678,0.724052141527454,0.32822197376702356,316.3636363636364,0.33
hosted_mixed,gate_srpt0,3,0.0,2.0,reactive_gate,821,638,15,0.022970903522205207,0.08284023668639054,638,155.05137497131864,2114.2766219408336,53.75719167621059,600.0000000000005,0,351,3,0,0,0.003635333445796429,0.4083755972983212,2786295608.275214,0.0,0,0.0,0.0,0.0,0.0,267,28,0,0,0,nan,0.46777777462766645,0.4843094683908654,0.6969489237608457,0.3012458585016539,348.0,0.33
hosted_mixed,gate_srpt0,4,0.0,2.0,reactive_gate,769,661,5,0.0075075075075075074,0.022598870056497175,661,131.76786260388235,1797.3980426633182,18.794761947865126,600.0,0,100,3,0,0,0.008209089308389688,0.3187978491227411,2433451046.804525,0.0,0,0.0,0.0,0.0,0.0,260,53,0,0,0,nan,0.6892459438732027,0.6950143243548812,0.7054161250971251,0.34183594795166916,360.54545454545456,0.28
hosted_mixed,gate_srpt0,5,0.0,2.0,reactive_gate,1024,785,33,0.040342298288508556,0.14545454545454545,785,170.43460673926484,3411.878540442086,116.60055356316784,600.0000000000005,0,845,1,0,0,0.00951334066730638,0.26692383480535653,1455524849.2843695,0.0,0,0.0,0.0,0.0,0.0,307,9,0,0,0,nan,0.43569974942240575,0.46137155725423823,0.8685525678378334,0.32884874404955816,428.1818181818182,0.47
hosted_mixed,gate_srpt0,6,0.0,2.0,reactive_gate,647,528,8,0.014925373134328358,0.053691275167785234,528,375.8575320808577,2973.1490617215586,44.102291852494055,600.0000000000005,0,279,1,0,0,0.005009016195253737,0.3916058909102397,2653194271.71908,0.0,0,0.0,0.0,0.0,0.0,270,31,0,0,0,nan,0.5223915800126655,0.5345146802995819,0.666739716475654,0.3156291498322686,288.0,0.28
hosted_mixed,gate_srpt0,7,0.0,2.0,reactive_gate,815,647,8,0.012213740458015267,0.0380952380952381,647,174.4718481134082,2024.7756835619734,73.66625689430141,600.0000000000005,0,291,1,0,0,0.009149396938248837,0.34933868694712245,1505499102.6808767,0.0,0,0.0,0.0,0.0,0.0,242,33,0,0,0,nan,0.5060295502615386,0.5124019374346911,0.7135091784228503,0.2945664464923123,352.90909090909093,0.36
hosted_mixed,gate_srpt0,8,0.0,2.0,reactive_gate,888,712,10,0.013850415512465374,0.055248618784530384,712,183.9961468928446,3039.140430106377,29.66060240107376,600.0000000000005,0,469,0,0,0,0.004690116830566078,0.44210752539001064,3103678919.281316,0.0,0,0.0,0.0,0.0,0.0,287,19,0,0,0,nan,0.47998702008308897,0.4901072544973792,0.735560434557919,0.33185295718133795,388.3636363636364,0.38
