scenario,variant,seed,content_snr,rpm,policy,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,budget_errs,usd,usd_per_req,usd_waste_frac,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,spawns,children,children_aborted,join_p99,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
hosted_stress,gate_fifo300,1,0.6,10,reactive_gate,532,362,20,0.05235602094240838,0.1652892561983471,362,26.439636544495215,3614.5918847175876,0.0,600.0000000000005,333,0,0.0,0.0,0.0,568,0,0,1,0.030355552874167264,0.5418080291905387,6578590099.147199,0.0,0,0.0,0.0,0.0,0.0,287,0,0,0,0,nan,0.33287729421102,0.35607173112207724,0.3657270432651839,0.11323262927696207,197.45454545454547,0.21
hosted_stress,gate_fifo300,2,0.6,10,reactive_gate,637,448,33,0.06860706860706861,0.21830985915492956,448,46.300607314782155,2939.2297502033175,0.0,600.0000000000005,316,0,0.0,0.0,0.0,575,0,0,1,0.027237013968320914,0.4069113814382207,6480603070.007944,0.0,0,0.0,0.0,0.0,0.0,270,3,0,0,0,nan,0.3667284499474456,0.3942258507274252,0.42241467154720286,0.19595627719732855,244.36363636363637,0.23
hosted_stress,gate_fifo300,3,0.6,10,reactive_gate,664,442,28,0.059574468085106386,0.16666666666666666,442,20.24767109675645,3615.6679083395725,0.0,600.0000000000005,442,0,0.0,0.0,0.0,617,0,0,6,0.02757881310371204,0.5283103042082686,7237811282.582334,0.0,0,0.0,0.0,0.0,0.0,306,4,0,0,0,nan,0.30582098362321947,0.32881859303653094,0.39503653993864934,0.16032559522374235,241.0909090909091,0.32
hosted_stress,gate_fifo300,4,0.6,10,reactive_gate,586,402,40,0.09049773755656108,0.26666666666666666,402,18.28169718217714,3640.8784153104048,0.0,600.0000000000005,493,0,0.0,0.0,0.0,500,0,0,4,0.0619421348499437,0.4901454838175675,6998652149.176507,0.0,0,0.0,0.0,0.0,0.0,247,9,0,0,0,nan,0.3461843490450705,0.386205743326384,0.38925318087121213,0.0961624898437885,219.27272727272728,0.22
hosted_stress,gate_fifo300,5,0.6,10,reactive_gate,821,521,75,0.12583892617449666,0.3443396226415094,521,15.401387301952127,4326.708449407745,1.7328591685997063,600.0000000000005,400,0,0.0,0.0,0.0,1298,0,0,9,0.0682426888903259,0.09757749072842305,9044347463.882757,0.0,0,0.0,0.0,0.0,0.0,484,0,0,0,0,nan,0.2870690740362066,0.33406565104633634,0.4297272080662394,0.17221413018268156,284.1818181818182,0.34
hosted_stress,gate_fifo300,6,0.6,10,reactive_gate,625,460,29,0.05930470347648262,0.20567375886524822,460,20.392453480704262,3463.2114488540865,0.6069286629111972,600.0000000000005,276,0,0.0,0.0,0.0,580,0,0,8,0.03794317745301918,0.370750804294581,7011915149.407136,0.0,0,0.0,0.0,0.0,0.0,286,3,0,0,0,nan,0.36455713609216134,0.4008034899347439,0.3917562228535354,0.18927291502264262,250.9090909090909,0.24
hosted_stress,gate_fifo300,7,0.6,10,reactive_gate,677,444,55,0.11022044088176353,0.270935960591133,444,20.698119835685247,2809.090443917819,0.0,600.0000000000005,426,0,0.0,0.0,0.0,778,0,0,2,0.07466349266350993,0.266969006000717,6559216865.501455,0.0,0,0.0,0.0,0.0,0.0,307,3,0,0,0,nan,0.3203950924900405,0.36821093725974907,0.4248123737495144,0.21371233512301685,242.1818181818182,0.3
hosted_stress,gate_fifo300,8,0.6,10,reactive_gate,713,473,40,0.07797270955165692,0.25165562913907286,473,12.775289557223346,3848.0381178234725,0.0,600.0000000000005,224,0,0.0,0.0,0.0,863,0,0,16,0.04766810517502873,0.5868644956208922,8894934111.115236,0.0,0,0.0,0.0,0.0,0.0,245,2,0,0,0,nan,0.2691809358469265,0.29904721440668214,0.3090414909390378,0.14529881353647547,258.0,0.34
hosted_stress,gate_fifo300,9,0.6,10,reactive_gate,778,555,42,0.07035175879396985,0.20103092783505155,555,27.90338634359705,3662.820808463489,1.4144962082629073,600.0000000000005,366,0,0.0,0.0,0.0,776,0,0,8,0.0396685657300164,0.13878703842504825,7269034363.879993,0.0,0,0.0,0.0,0.0,0.0,411,5,0,0,0,nan,0.3757502323247725,0.41358369463274475,0.48843565290323104,0.2648596258233742,302.72727272727275,0.32
hosted_stress,gate_fifo300,10,0.6,10,reactive_gate,514,373,37,0.09024390243902439,0.25547445255474455,373,108.18666738388367,3977.740136502105,0.0,600.0000000000005,216,0,0.0,0.0,0.0,510,0,0,0,0.08503576178515623,0.25352070406058513,6976560156.41311,0.0,0,0.0,0.0,0.0,0.0,235,2,0,0,0,nan,0.36530648021153533,0.40656611748950605,0.3896475648795649,0.25362996119872044,203.45454545454547,0.2
hosted_stress,gate_vtfq0,1,0.6,10,reactive_gate,536,382,19,0.04738154613466334,0.1328125,382,26.60392079331507,3612.7221023163734,0.0,600.0000000000005,288,0,0.0,0.0,0.0,439,0,0,9,0.05127677980048076,0.4509511689529026,7975206646.118978,0.0,0,0.0,0.0,0.0,0.0,308,8,0,0,0,nan,0.3321392397184205,0.35140234852979746,0.3323488097643098,0.19985376013442657,208.36363636363637,0.23
hosted_stress,gate_vtfq0,2,0.6,10,reactive_gate,634,452,19,0.040339702760084924,0.11363636363636363,452,33.592861965811835,2408.0447491756568,0.0,600.0000000000005,201,0,0.0,0.0,0.0,500,0,0,14,0.035395341585294934,0.28811338990535684,7260003015.200032,0.0,0,0.0,0.0,0.0,0.0,266,12,0,0,0,nan,0.3676900096995223,0.37564414870336665,0.35210474709029393,0.2976596813873471,246.54545454545456,0.23
hosted_stress,gate_vtfq0,3,0.6,10,reactive_gate,687,488,14,0.027888446215139442,0.08433734939759036,488,20.084859255496838,3611.867511631358,1.4917571080249787,600.0000000000005,313,0,0.0,0.0,0.0,591,0,0,5,0.01062132759438553,0.43769361654120204,6821762693.520628,0.0,0,0.0,0.0,0.0,0.0,350,6,0,0,0,nan,0.36894209886406293,0.38116841240059984,0.4122520232048045,0.2532874625924881,266.1818181818182,0.29
hosted_stress,gate_vtfq0,4,0.6,10,reactive_gate,614,434,12,0.026905829596412557,0.09448818897637795,434,16.031069726287683,3989.14531298955,0.0,600.0000000000005,338,0,0.0,0.0,0.0,466,0,0,16,0.04308948473074857,0.47067708714961687,7949747357.712652,0.0,0,0.0,0.0,0.0,0.0,254,11,0,0,0,nan,0.31528572688379997,0.324720201981118,0.3545266503739316,0.14186894640142086,236.72727272727275,0.26
hosted_stress,gate_vtfq0,5,0.6,10,reactive_gate,804,523,60,0.10291595197255575,0.2714285714285714,523,14.903139643882696,4385.966932744561,0.8276103509864433,600.0000000000005,415,0,0.0,0.0,0.0,1236,0,0,7,0.06485130834689756,0.018631655143952958,9550639958.611717,0.0,0,0.0,0.0,0.0,0.0,481,4,0,0,0,nan,0.3034776401998514,0.34090699694543397,0.4133937632090132,0.2302797906945796,285.2727272727273,0.49
hosted_stress,gate_vtfq0,6,0.6,10,reactive_gate,646,491,17,0.03346456692913386,0.12056737588652482,491,15.150903058504582,2078.4978281620306,0.0,600.0000000000005,204,0,0.0,0.0,0.0,472,0,0,9,0.020763846399139214,0.37419571136938085,7644928349.164245,0.0,0,0.0,0.0,0.0,0.0,315,11,0,0,0,nan,0.3972441286837891,0.41580058679158916,0.36269732406193345,0.2104855293730492,267.8181818181818,0.25
hosted_stress,gate_vtfq0,7,0.6,10,reactive_gate,681,437,25,0.05411255411255411,0.15625,437,13.182476127771224,2958.5744620523874,0.0,600.0000000000005,124,0,0.0,0.0,0.0,778,0,0,14,0.028205551334622964,0.4490188289653638,7336613747.281837,0.0,0,0.0,0.0,0.0,0.0,227,8,0,0,0,nan,0.31493685012654665,0.329824773251388,0.3410449472286972,0.2048788832438446,238.36363636363637,0.2
hosted_stress,gate_vtfq0,8,0.6,10,reactive_gate,773,545,29,0.050522648083623695,0.1836734693877551,545,11.216840801242142,3587.826606635256,0.0,600.0000000000005,144,0,0.0,0.0,0.0,854,0,0,18,0.047975286714977125,0.5935722833402853,7728812859.454563,0.0,0,0.0,0.0,0.0,0.0,227,7,0,0,0,nan,0.32093392472509674,0.3404644544684521,0.2714630957774864,0.17376965493436003,297.2727272727273,0.25
hosted_stress,gate_vtfq0,9,0.6,10,reactive_gate,752,513,37,0.06727272727272728,0.21142857142857144,513,24.672894598362745,3144.778348919898,0.0,600.0000000000005,246,0,0.0,0.0,0.0,840,0,0,18,0.04058244072837219,0.14450570519162653,8811886118.435179,0.0,0,0.0,0.0,0.0,0.0,382,10,0,0,0,nan,0.33125076612480886,0.3609574209018578,0.39033797812257187,0.2989414100447217,279.8181818181818,0.41
hosted_stress,gate_vtfq0,10,0.6,10,reactive_gate,554,417,15,0.034722222222222224,0.11904761904761904,417,168.81230747018208,3582.8165421089698,1.4266105121420574,600.0000000000005,251,0,0.0,0.0,0.0,399,0,0,6,0.026107784821038062,0.3269227955249886,7343281147.785416,0.0,0,0.0,0.0,0.0,0.0,213,3,0,0,0,nan,0.37424033780585086,0.3911203978358029,0.41719316959256025,0.2697172427774145,227.45454545454547,0.23
hosted_stress,gate_srpt0,1,0.6,10,reactive_gate,593,452,21,0.04439746300211417,0.12056737588652482,452,61.202931027535044,3052.699476568842,0.0,600.0000000000005,409,0,0.0,0.0,0.0,282,0,0,5,0.04296594849599973,0.41412515884356016,6441127454.473125,0.0,0,0.0,0.0,0.0,0.0,324,4,0,0,0,nan,0.42019170858379196,0.4412686035697258,0.42092364694622514,0.23612174777488074,246.54545454545456,0.26
