scenario,variant,seed,content_snr,rate_per_min,policy,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,budget_errs,usd,usd_per_req,usd_waste_frac,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,spawns,children,children_aborted,join_p99,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
hosted_tracelab,gate_fifo300,1,0.6,2.0,reactive_gate,402,324,2,0.006134969325153374,0.01020408163265306,324,217.57922338345202,1544.3598272601391,0.0,600.0,0,0,0.0,0.0,0.0,96,0,0,0,0.0015284181786860331,0.5099536830376218,2293714151.386915,0.0,0,0.0,0.0,0.0,0.0,97,34,0,0,0,nan,0.6315656927375969,0.6356727426212174,0.5348484155780562,0.16576809316054894,176.72727272727275,0.2
hosted_tracelab,gate_fifo300,2,0.6,2.0,reactive_gate,490,381,1,0.002617801047120419,0.005050505050505051,381,222.57006958826423,1835.3090321945685,0.23999615553499012,600.0,0,0,0.0,0.0,0.0,183,0,0,0,7.589071963220222e-05,0.46796077187183704,3347285941.6217923,0.0,0,0.0,0.0,0.0,0.0,114,42,0,0,0,nan,0.5282507460034462,0.5272904868894434,0.5488631037417444,0.1574290710602611,207.8181818181818,0.22
hosted_tracelab,gate_fifo300,3,0.6,2.0,reactive_gate,509,310,25,0.07462686567164178,0.1388888888888889,310,494.441527409228,2618.122793258298,0.0,600.0000000000005,0,0,0.0,0.0,0.0,516,0,0,0,0.025102740453962727,0.4824262870425717,5929070963.62691,0.0,0,0.0,0.0,0.0,0.0,136,21,0,0,0,nan,0.30761179128612914,0.3290015168164622,0.5173454768720863,0.1743642141769982,169.0909090909091,0.26
hosted_tracelab,gate_fifo300,4,0.6,2.0,reactive_gate,461,363,9,0.024193548387096774,0.037383177570093455,363,319.6350085756535,2409.1806622291633,0.0,600.0000000000005,0,0,0.0,0.0,0.0,137,0,0,0,0.0322197124854455,0.41910025908179555,3539260581.009617,0.0,0,0.0,0.0,0.0,0.0,134,24,0,0,0,nan,0.4993523182532577,0.5110798468513587,0.618418138751295,0.20193517550378023,198.0,0.23
hosted_tracelab,gate_fifo300,5,0.6,2.0,reactive_gate,660,481,21,0.04183266932270916,0.075,481,611.87791237071,3261.0779913170577,7.143252240501545,600.0000000000005,0,0,0.0,0.0,0.0,734,0,0,0,0.023664400556733273,0.4473187700601002,7051483370.506934,0.0,0,0.0,0.0,0.0,0.0,189,1,0,0,0,nan,0.3265381801748744,0.3411205920863689,0.7181310706058988,0.17478191572735374,262.3636363636364,0.36
hosted_tracelab,gate_fifo300,6,0.6,2.0,reactive_gate,461,386,8,0.02030456852791878,0.03255813953488372,386,447.09269207021066,1925.403643616466,2.7248761276257847,600.0000000000005,0,0,0.0,0.0,0.0,161,0,0,0,0.009595872301851526,0.40771072243036155,4866040877.645584,0.0,0,0.0,0.0,0.0,0.0,122,22,0,0,0,nan,0.4993956818558547,0.5123291934380785,0.6299090388298045,0.1700462353271182,210.54545454545456,0.24
hosted_tracelab,gate_fifo300,7,0.6,2.0,reactive_gate,561,416,11,0.02576112412177986,0.043478260869565216,416,301.2003651075165,2059.2941696282774,2.379666334743228,600.0000000000005,0,0,0.0,0.0,0.0,343,0,0,0,0.029163460836816764,0.49791388515095464,4548018668.74893,0.0,0,0.0,0.0,0.0,0.0,140,28,0,0,0,nan,0.448310664470452,0.46092298495427547,0.5832100658750972,0.14727183000325675,226.9090909090909,0.27
hosted_tracelab,gate_fifo300,8,0.6,2.0,reactive_gate,555,375,29,0.07178217821782178,0.1291866028708134,375,629.472848288342,3224.4061680147647,5.078494216780868,600.0000000000005,0,0,0.0,0.0,0.0,679,0,0,0,0.0433591063624957,0.4774208597184101,6894818452.052385,0.0,0,0.0,0.0,0.0,0.0,142,3,0,0,0,nan,0.29486661897967004,0.31614880864909817,0.6258499142709143,0.18135437513568403,204.54545454545456,0.3
hosted_tracelab,gate_fifo300,9,0.6,2.0,reactive_gate,580,408,33,0.07482993197278912,0.13306451612903225,408,626.5559707774955,3370.6409463800555,7.821889090527378,600.0000000000005,0,0,0.0,0.0,0.0,677,0,0,0,0.04654682196577774,0.4653768230336287,6863407602.145306,0.0,0,0.0,0.0,0.0,0.0,146,4,0,0,0,nan,0.32647795497140575,0.3507520232656825,0.654470889119561,0.1727975947606232,222.54545454545456,0.28
hosted_tracelab,gate_fifo300,10,0.6,2.0,reactive_gate,375,301,8,0.025889967637540454,0.03888888888888889,301,308.6775060315658,1833.7794094416204,0.0,600.0000000000002,0,0,0.0,0.0,0.0,133,0,0,0,0.02164625282094119,0.6356560245353319,3859697251.7508926,0.0,0,0.0,0.0,0.0,0.0,92,41,0,0,0,nan,0.552870112406767,0.5682995250291905,0.5262251256798757,0.14043507444581138,164.1818181818182,0.21
hosted_tracelab,gate_vtfq0,1,0.6,2.0,reactive_gate,413,370,3,0.00804289544235925,0.012987012987012988,370,187.01217429538383,1390.0986611338285,0.7560612483251515,600.0,0,0,0.0,0.0,0.0,63,0,0,0,0.0027496776085284887,0.5118141683367904,1766607643.6202009,0.0,0,0.0,0.0,0.0,0.0,111,59,0,0,0,nan,0.7839105399872519,0.7918965816941441,0.5849738935549404,0.17775247364462876,201.8181818181818,0.22
hosted_tracelab,gate_vtfq0,2,0.6,2.0,reactive_gate,514,450,1,0.0022172949002217295,0.004219409282700422,450,221.5948076970849,1701.6749946224108,4.301743061007109,600.0,0,0,0.0,0.0,0.0,59,0,0,0,6.52794198646339e-05,0.46484226475202317,3044807712.0606637,0.0,0,0.0,0.0,0.0,0.0,126,53,0,0,0,nan,0.7113876613546428,0.7107970452723894,0.6201773696095572,0.18505792637801566,245.45454545454547,0.27
hosted_tracelab,gate_vtfq0,3,0.6,2.0,reactive_gate,522,385,9,0.02284263959390863,0.04054054054054054,385,603.7618823021567,2066.9188492722287,2.2269986975877676,600.0000000000005,0,0,0.0,0.0,0.0,314,0,0,0,0.023701893626422034,0.46940435197613417,5948850439.177047,0.0,0,0.0,0.0,0.0,0.0,152,24,0,0,0,nan,0.40277716556762194,0.41270858702028507,0.6130691732549858,0.22010957812556461,210.0,0.27
hosted_tracelab,gate_vtfq0,4,0.6,2.0,reactive_gate,493,421,5,0.011737089201877934,0.017167381974248927,421,171.8194370913934,2010.4120962219447,10.576132079559418,600.0000000000002,0,0,0.0,0.0,0.0,67,0,0,0,0.011518936795742568,0.39265838884223897,2719584825.6928954,0.0,0,0.0,0.0,0.0,0.0,145,73,0,0,0,nan,0.7340273599898931,0.7431290768162068,0.7180539185484656,0.22803304402889582,229.63636363636365,0.27
hosted_tracelab,gate_vtfq0,5,0.6,2.0,reactive_gate,692,571,9,0.015517241379310345,0.02857142857142857,571,488.21867138987363,1938.6993493165985,62.04545452661865,600.0000000000005,0,0,0.0,0.0,0.0,408,0,0,0,0.011490352250942557,0.40638962553115743,5989237419.324223,0.0,0,0.0,0.0,0.0,0.0,215,7,0,0,0,nan,0.5009146053413139,0.5099061140511489,0.8597439995467496,0.23219420410700642,311.45454545454544,0.38
hosted_tracelab,gate_vtfq0,6,0.6,2.0,reactive_gate,473,425,4,0.009324009324009324,0.01293103448275862,425,236.08948881404922,1804.256325469471,10.678353335759354,600.0,0,0,0.0,0.0,0.0,90,0,0,0,0.016722522428821687,0.438099380743498,4001616214.5131054,0.0,0,0.0,0.0,0.0,0.0,136,45,0,0,0,nan,0.7058736934224905,0.7118464313127812,0.7072807904566499,0.19073218251296822,231.81818181818184,0.27
hosted_tracelab,gate_vtfq0,7,0.6,2.0,reactive_gate,579,500,5,0.009900990099009901,0.016339869281045753,500,247.26104855643302,2087.598682703499,6.289179215235452,600.0000000000005,0,0,0.0,0.0,0.0,195,0,0,0,0.014758766280062419,0.43081585823970947,4043929264.1346273,0.0,0,0.0,0.0,0.0,0.0,164,75,0,0,0,nan,0.6383528828832448,0.6462185952673368,0.6848383814750064,0.195942841887699,272.72727272727275,0.27
hosted_tracelab,gate_vtfq0,8,0.6,2.0,reactive_gate,601,468,12,0.025,0.05106382978723404,468,552.0284007341759,2091.8081942337167,20.065556274814476,600.0000000000005,0,0,0.0,0.0,0.0,363,0,0,0,0.022276434598948402,0.4422568871173282,6409049312.579595,0.0,0,0.0,0.0,0.0,0.0,163,6,0,0,0,nan,0.4460423717242655,0.4580409447195762,0.789477720660127,0.23978080678845243,255.27272727272728,0.36
hosted_tracelab,gate_vtfq0,9,0.6,2.0,reactive_gate,639,509,18,0.03415559772296015,0.06666666666666667,509,543.5636970935652,1832.1282012104336,16.372767363188956,600.0000000000005,0,0,0.0,0.0,0.0,346,0,0,0,0.023652019826871717,0.5471736419031722,6938740496.469215,0.0,0,0.0,0.0,0.0,0.0,165,6,0,0,0,nan,0.46707675705077306,0.485988487835257,0.7862169337283088,0.2095000208888609,277.6363636363636,0.35
hosted_tracelab,gate_vtfq0,10,0.6,2.0,reactive_gate,392,348,7,0.01971830985915493,0.03317535545023697,348,181.07875733395315,1458.3996996399048,0.8960089392377921,600.0,0,0,0.0,0.0,0.0,80,0,0,0,0.020917242080636122,0.6019525814991377,2922740022.5761385,0.0,0,0.0,0.0,0.0,0.0,105,55,0,0,0,nan,0.7067363039040783,0.7262902727867998,0.5809858739356708,0.16432262064001876,189.8181818181818,0.2
hosted_tracelab,gate_srpt0,1,0.6,2.0,reactive_gate,411,368,3,0.008086253369272238,0.013043478260869565,368,185.9467896603287,1390.8179115750104,0.8044046960796304,600.0,0,0,0.0,0.0,0.0,63,0,0,0,0.002807389023471134,0.511556286082548,1617434169.9986022,0.0,0,0.0,0.0,0.0,0.0,110,59,0,0,0,nan,0.7761530950671394,0.7840711476409395,0.5841340083810865,0.17804484269936047,200.72727272727275,0.24
hosted_tracelab,gate_srpt0,2,0.6,2.0,reactive_gate,511,442,1,0.002257336343115124,0.00423728813559322,442,210.872608396332,1699.9638325008284,3.0887974320215204,600.0,0,0,0.0,0.0,0.0,61,0,0,0,6.586640181691037e-05,0.4637615032640466,2907156629.2676005,0.0,0,0.0,0.0,0.0,0.0,124,53,0,0,0,nan,0.7028052390678846,0.7021910339619422,0.615940443521756,0.18596752152750196,241.0909090909091,0.24
hosted_tracelab,gate_srpt0,3,0.6,2.0,reactive_gate,527,386,8,0.02030456852791878,0.03636363636363636,386,571.6999250493707,1987.9622225840078,2.5712510249886322,600.0000000000005,0,0,0.0,0.0,0.0,244,0,0,0,0.00954195762635207,0.4584705795515931,5761067591.494649,0.0,0,0.0,0.0,0.0,0.0,148,23,0,0,0,nan,0.416465490828699,0.425565907829162,0.6223730401086182,0.22094223218166678,210.54545454545456,0.26
hosted_tracelab,gate_srpt0,4,0.6,2.0,reactive_gate,494,415,5,0.011904761904761904,0.017467248908296942,415,163.02968475738908,2051.9582880505686,8.40870203634918,600.0000000000002,0,0,0.0,0.0,0.0,64,0,0,0,0.011433208568025212,0.3868183488382312,2853266476.442345,0.0,0,0.0,0.0,0.0,0.0,145,70,0,0,0,nan,0.7191591873490104,0.7280955360018768,0.7161953356926638,0.23376375005796457,226.36363636363637,0.28
hosted_tracelab,gate_srpt0,5,0.6,2.0,reactive_gate,695,570,10,0.017241379310344827,0.03194888178913738,570,431.8023069370913,1897.311199906213,32.459935856760175,600.0000000000005,0,0,0.0,0.0,0.0,414,0,0,0,0.01825165505932977,0.4725217589590953,6380718142.298643,0.0,0,0.0,0.0,0.0,0.0,212,5,0,0,0,nan,0.5030024684055593,0.5119377913243554,0.842519991938617,0.22915653074445078,310.90909090909093,0.38
hosted_tracelab,gate_srpt0,6,0.6,2.0,reactive_gate,474,423,3,0.007042253521126761,0.008658008658008658,423,232.7575791493955,1769.024604032344,8.463217274917172,600.0,0,0,0.0,0.0,0.0,87,0,0,0,0.009248015187330375,0.43515312659210226,3988368807.736021,0.0,0,0.0,0.0,0.0,0.0,139,43,0,0,0,nan,0.7048144947969114,0.7112354369236631,0.7039313866833399,0.1918557945142811,230.72727272727275,0.26
hosted_tracelab,gate_srpt0,7,0.6,2.0,reactive_gate,590,516,5,0.009596928982725527,0.016181229773462782,516,215.45280925332986,1942.585554440385,6.629707555314923,600.0000000000005,0,0,0.0,0.0,0.0,178,0,0,0,0.012741640228595794,0.4338064202100916,3825106778.9078584,0.0,0,0.0,0.0,0.0,0.0,162,71,0,0,0,nan,0.6556052442288743,0.6635817473278344,0.6975320196637853,0.19331365095351294,281.45454545454544,0.31
hosted_tracelab,gate_srpt0,8,0.6,2.0,reactive_gate,604,473,14,0.028747433264887063,0.05907172995780591,473,520.1158775029985,2487.7462122729685,18.627753474925612,600.0000000000005,0,0,0.0,0.0,0.0,312,0,0,0,0.02751223617450287,0.4322011714629328,6302022775.851559,0.0,0,0.0,0.0,0.0,0.0,161,4,0,0,0,nan,0.45132344034444305,0.46690698195117214,0.7965514689685316,0.24256767848382724,258.0,0.34
hosted_tracelab,gate_srpt0,9,0.6,2.0,reactive_gate,642,506,22,0.041666666666666664,0.08118081180811808,506,488.6580281098461,1829.1107252141655,12.935625142113738,600.0000000000005,0,0,0.0,0.0,0.0,336,0,0,0,0.02614904306491411,0.5473208831866773,6841464746.017575,0.0,0,0.0,0.0,0.0,0.0,173,5,0,0,0,nan,0.4722132646595799,0.4953553537907023,0.7939581630285224,0.21175688819698799,276.0,0.34
